,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
437,Ben Wallace\wallabe01,23,WAS,NBA,1997-98,67,16,16.8,1.3,2.4,1.3,2.4,0,0,0.5,1.5,1.7,3.2,4.8,0.3,0.9,1.1,0.4,1.7,3.1,0.518,0.518,,0.518,0.357,0.495
438,John Wallace\wallajo01,23,TOR,NBA,1997-98,82,36,28.8,5.7,11.9,5.7,11.9,0,0,2.6,3.6,1.4,3.1,4.5,1.3,0.8,1.2,2.1,2.9,14,0.478,0.478,0.5,0.479,0.717,0.518
439,Donald Whiteside\whitedo01,28,ATL,NBA,1997-98,3,0,5.3,0.3,0.7,0.3,0.3,0,0.3,0,0.7,0,0.3,0.3,0.3,0,0,0.3,0,0.7,0.5,1,0,0.5,0,0.347
440,Jerome Williams\willije01,24,DET,NBA,1997-98,77,3,16.9,2,3.7,2,3.7,0,0,1.4,2.2,2.2,2.7,4.9,0.6,0.7,0.1,0.8,1.9,5.3,0.524,0.526,0,0.524,0.651,0.568
441,Lorenzen Wright\wrighlo02,22,LAC,NBA,1997-98,69,38,30,3.5,7.9,3.5,7.8,0,0,2,3.1,2.6,6.2,8.8,0.8,0.8,1.3,1.2,3.4,9,0.445,0.446,0,0.445,0.659,0.49
442,Tariq Abdul-Wahad\abdulta01,24,SAC,NBA,1998-99,49,49,24.6,3.6,8.3,3.5,7.9,0.1,0.4,1.9,2.8,1.5,2.3,3.8,1,1,0.3,1.4,2.5,9.3,0.435,0.443,0.286,0.442,0.691,0.486
443,Derek Anderson\anderde01,24,CLE,NBA,1998-99,38,13,25.7,3.3,8.3,2.7,6.4,0.6,1.8,3.6,4.3,0.5,2.3,2.9,3.8,1.3,0.1,2.2,1.9,10.8,0.398,0.424,0.304,0.432,0.836,0.529
444,Chris Anstey\anstech01,24,DAL,NBA,1998-99,41,4,11.5,1.2,3.4,1.2,3.2,0,0.2,0.8,1.2,0.9,1.5,2.4,0.7,0.4,0.3,0.6,2.4,3.3,0.36,0.379,0,0.36,0.708,0.418
445,Drew Barry\barrydr01,25,SEA,NBA,1998-99,17,0,10.8,0.6,1.9,0.1,0.5,0.5,1.4,0.5,0.8,0.2,1,1.2,1.7,0.4,0.1,0.7,1.4,2.2,0.313,0.25,0.333,0.438,0.692,0.49
446,Tony Battie\battito01,22,BOS,NBA,1998-99,50,15,22.4,2.9,5.7,2.9,5.6,0,0.1,0.8,1.2,1.9,4.1,6,1.1,0.6,1.4,0.9,3.2,6.7,0.519,0.525,0,0.519,0.672,0.541
447,Chauncey Billups\billuch01,22,DEN,NBA,1998-99,45,41,33.1,4.2,11,2.4,5.8,1.9,5.2,3.5,3.8,0.5,1.6,2.1,3.8,1.3,0.3,2.2,2.6,13.9,0.386,0.408,0.362,0.472,0.913,0.547
448,Etdrick Bohannon\bohanet01,25,WAS,NBA,1998-99,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
449,Keith Booth\boothke01,24,CHI,NBA,1998-99,39,4,11.1,1.3,3.9,1.2,3.6,0,0.3,0.5,1.1,0.6,1.7,2.4,1,0.6,0.3,1,1.5,3.1,0.325,0.34,0.1,0.328,0.5,0.354
450,Rick Brunson\brunsri01,26,NYK,NBA,1998-99,17,0,5.6,0.4,1.2,0.4,0.9,0,0.3,0.3,1.1,0.2,0.4,0.6,1.1,0.5,0,0.7,0.5,1,0.286,0.375,0,0.286,0.278,0.294
451,Kelvin Cato\catoke01,24,POR,NBA,1998-99,43,0,12.7,1.3,3,1.3,3,0,0,0.8,1.6,1.1,2.3,3.5,0.4,0.5,1.3,0.6,2.3,3.5,0.45,0.445,1,0.453,0.507,0.476
452,Keith Closs\closske01,22,LAC,NBA,1998-99,15,0,5.8,0.8,1.5,0.8,1.5,0,0.1,0.5,0.7,0.3,1.3,1.7,0,0.2,0.6,0.4,0.9,2.1,0.522,0.545,0,0.522,0.8,0.584
453,John Coker\cokerjo01,27,WAS,NBA,1998-99,14,0,7,0.9,2.2,0.9,2.2,0,0,0.4,0.4,0.5,1.1,1.6,0,0.1,0.1,0.1,1.2,2.2,0.419,0.419,,0.419,0.833,0.461
454,James Cotton\cottoja02,23,SEA,NBA,1998-99,10,0,5.9,0.6,1.8,0.6,1.5,0,0.3,1.3,1.8,0.2,0.8,1,0,0.3,0,0.3,0.6,2.5,0.333,0.4,0,0.333,0.722,0.482
455,Chris Crawford\crawfch01,23,ATL,NBA,1998-99,42,30,18.7,2.6,6.1,2.4,5.3,0.3,0.8,1.4,1.7,0.9,1.3,2.1,0.6,0.2,0.3,1.1,2.5,6.9,0.431,0.446,0.333,0.453,0.814,0.504
456,Austin Croshere\croshau01,23,IND,NBA,1998-99,27,0,9.2,1.2,2.8,0.9,1.7,0.3,1.1,0.7,0.9,0.6,1.1,1.7,0.4,0.3,0.3,0.9,1.2,3.4,0.427,0.522,0.276,0.48,0.87,0.54
457,William Cunningham\cunniwi01,24,TOT,NBA,1998-99,16,6,10.1,0.2,1.1,0.2,1.1,0,0,0,0.1,0.8,0.9,1.8,0.1,0.1,0.7,0.3,1.9,0.4,0.167,0.167,,0.167,0,0.159
458,Antonio Daniels\daniean01,23,SAS,NBA,1998-99,47,0,13.1,1.8,3.9,1.7,3.5,0.1,0.4,1,1.4,0.3,0.9,1.1,2.3,0.6,0.1,0.9,0.8,4.7,0.454,0.47,0.294,0.467,0.754,0.52
459,Tim Duncan\duncati01,22,SAS,NBA,1998-99,50,50,39.3,8.4,16.9,8.3,16.8,0,0.1,4.9,7.2,3.2,8.2,11.4,2.4,0.9,2.5,2.9,2.9,21.7,0.495,0.498,0.143,0.495,0.69,0.541
460,Danny Fortson\fortsda01,22,DEN,NBA,1998-99,50,38,28.3,3.8,7.7,3.8,7.7,0,0.1,3.4,4.6,4.2,7.4,11.6,0.6,0.6,0.4,1.5,4.2,11,0.495,0.499,0,0.495,0.727,0.564
461,Adonal Foyle\foylead01,23,GSW,NBA,1998-99,44,0,14,1.2,2.8,1.2,2.8,0,0,0.6,1.2,1.8,2.6,4.4,0.4,0.3,1,0.7,2,2.9,0.43,0.43,,0.43,0.49,0.45
462,Lawrence Funderburke\fundela01,28,SAC,NBA,1998-99,47,2,19.9,3.6,6.4,3.5,6.3,0,0.1,1.8,2.6,2.1,2.6,4.7,0.6,0.5,0.5,1.1,1.6,8.9,0.559,0.565,0.2,0.56,0.708,0.597
463,Andrew Gaze\gazean01,33,SAS,NBA,1998-99,19,0,3.1,0.4,1.3,0.2,0.5,0.3,0.8,0,0,0.1,0.2,0.3,0.3,0.1,0.1,0.2,0.4,1.1,0.32,0.333,0.313,0.42,,0.42
464,Ed Gray\grayed01,23,ATL,NBA,1998-99,30,3,11.2,1.8,6.1,1.4,4.7,0.4,1.4,0.9,1.2,0.2,0.7,0.9,0.4,0.4,0,1,1,4.9,0.291,0.293,0.286,0.324,0.757,0.368
465,Michael Hawkins\hawkimi01,26,SAC,NBA,1998-99,24,0,8.5,0.6,1.7,0.4,0.9,0.2,0.8,0.1,0.1,0.4,0.6,1,1.1,0.1,0,0.5,0.6,1.5,0.35,0.429,0.263,0.413,1,0.436
466,Cedric Henderson\hendece02,23,CLE,NBA,1998-99,50,48,30.3,3.8,9.1,3.7,8.8,0,0.2,1.5,1.8,0.9,3,3.9,2.3,1.2,0.5,1.9,2.7,9.1,0.417,0.424,0.167,0.419,0.813,0.46
467,Jerald Honeycutt\honeyje01,24,TOT,NBA,1998-99,16,0,6.4,0.6,2,0.3,0.9,0.3,1.1,0.4,0.6,0.2,0.6,0.8,0.2,0.3,0.1,0.6,1,1.9,0.281,0.267,0.294,0.359,0.7,0.412
468,Troy Hudson\hudsotr01,22,LAC,NBA,1998-99,25,6,21,2.4,6,1.8,4.1,0.6,1.9,1.4,1.5,0.6,1.6,2.2,3.7,0.4,0.1,1.5,1.1,6.8,0.4,0.437,0.319,0.45,0.895,0.507
469,Zydrunas Ilgauskas\ilgauzy01,23,CLE,NBA,1998-99,5,5,34.2,5.8,11.4,5.8,11.4,0,0,3.6,6,3.4,5.4,8.8,0.8,0.8,1.4,1.8,4.8,15.2,0.509,0.509,,0.509,0.6,0.541
470,Bobby Jackson\jacksbo01,25,MIN,NBA,1998-99,50,12,18.8,2.8,7,2.6,6.4,0.2,0.5,1.2,1.6,0.9,1.8,2.7,3.3,0.8,0.1,1.5,1.5,7.1,0.405,0.408,0.37,0.42,0.772,0.461
471,Anthony Johnson\johnsan02,24,ATL,NBA,1998-99,49,2,18.1,1.9,4.6,1.8,4.2,0.1,0.4,1.2,1.7,0.3,1.2,1.5,2.2,0.7,0.1,1.3,1.4,5,0.404,0.417,0.263,0.416,0.695,0.467
472,Adonis Jordan\jordaad01,28,MIL,NBA,1998-99,4,0,4.5,0.5,1,0.5,0.5,0,0.5,0.5,1,0,0,0,0.8,0.8,0,0.5,0,1.5,0.5,1,0,0.5,0.5,0.521
473,Brevin Knight\knighbr01,23,CLE,NBA,1998-99,39,38,30.4,3.4,8.1,3.4,7.9,0,0.1,2.7,3.6,0.4,2.9,3.4,7.7,1.8,0.2,2.7,2.9,9.6,0.425,0.432,0,0.425,0.745,0.495
474,Rusty LaRue\larueru01,25,CHI,NBA,1998-99,43,6,17,1.8,5,1.1,3,0.7,2.1,0.4,0.4,0.2,1.1,1.3,1.5,0.8,0.1,0.8,1.5,4.7,0.359,0.375,0.337,0.429,1,0.452
475,Tracy McGrady\mcgratr01,19,TOR,NBA,1998-99,49,2,22.6,3.4,7.9,3.3,7.1,0.2,0.7,2.3,3.2,2.4,3.2,5.7,2.3,1.1,1.3,1.6,1.9,9.3,0.436,0.457,0.229,0.447,0.726,0.504
476,Jeff McInnis\mcinnje01,24,WAS,NBA,1998-99,35,6,12.2,1.4,3.8,1.2,2.8,0.3,1,0.6,0.8,0.3,0.3,0.6,2.1,0.5,0,0.9,1,3.7,0.373,0.414,0.257,0.407,0.75,0.444
477,Ron Mercer\mercero01,22,BOS,NBA,1998-99,41,40,37.8,7.4,17.2,7.3,16.5,0.1,0.7,2,2.6,0.9,2.9,3.8,2.5,1.6,0.3,2.2,2,17,0.431,0.443,0.167,0.435,0.79,0.463
478,Marko Milič\milicma01,21,PHO,NBA,1998-99,11,0,4.8,0.7,1.8,0.7,1.7,0,0.1,0,0,0.3,0.2,0.5,0.2,0.3,0.1,0.5,0.6,1.5,0.4,0.421,0,0.4,,0.4
479,Moochie Norris\norrimo01,25,SEA,NBA,1998-99,12,0,11.7,1.1,3.3,0.6,2.1,0.5,1.3,0.5,1.3,0.3,1.3,1.7,2,0.6,0,1.3,1.4,3.2,0.325,0.28,0.4,0.4,0.375,0.404
480,Charles O'Bannon\obannch01,23,DET,NBA,1998-99,18,1,9.2,1.3,3.1,1.3,3.1,0,0.1,0.4,0.4,1,0.9,1.9,0.7,0.1,0.2,0.4,1.2,3.1,0.429,0.436,0,0.429,1,0.47
481,Kevin Ollie\ollieke01,26,TOT,NBA,1998-99,8,0,9,0.5,1.8,0.5,1.8,0,0,0.6,0.9,0,0.9,0.9,0.4,0.4,0.1,0.4,1.1,1.6,0.286,0.286,,0.286,0.714,0.381
482,Anthony Parker\parkean01,23,PHI,NBA,1998-99,2,0,1.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,1,,1
483,Scot Pollard\pollasc01,23,SAC,NBA,1998-99,16,5,16.2,2.1,3.8,2.1,3.8,0,0,1,1.4,2.4,2.8,5.1,0.3,0.5,1.1,0.3,2.6,5.1,0.541,0.541,,0.541,0.696,0.576
484,Mark Pope\popema01,26,IND,NBA,1998-99,4,0,6.5,0.3,1.8,0.3,0.8,0,1,0,0.3,0.5,0.5,1,0,0,0,0.3,1.5,0.5,0.143,0.333,0,0.143,0,0.134
485,Rodrick Rhodes\rhodero01,25,TOT,NBA,1998-99,13,1,12,1,4,0.9,3.5,0.1,0.5,1.2,1.9,0.7,0.6,1.3,0.8,0.4,0.2,1.5,1.6,3.3,0.25,0.267,0.143,0.26,0.64,0.341
486,Jason Sasser\sasseja01,25,VAN,NBA,1998-99,6,0,6.5,0.8,1.8,0.8,1.8,0,0,0.2,0.3,0.3,0.8,1.2,0.3,0.3,0,0.3,0.7,1.8,0.455,0.455,,0.455,0.5,0.463
487,Charles Smith\smithch04,23,LAC,NBA,1998-99,23,10,13.8,1.5,4.2,1.2,2.8,0.3,1.4,0.3,0.7,0.3,0.7,1,0.6,0.7,0.6,0.9,1.5,3.7,0.361,0.438,0.212,0.397,0.438,0.404
488,Michael Stewart\stewami01,23,TOR,NBA,1998-99,42,2,9.4,0.5,1.3,0.5,1.3,0,0,0.4,0.6,1,1.3,2.4,0.1,0.1,0.7,0.3,1.8,1.5,0.415,0.415,,0.415,0.68,0.477
489,Johnny Taylor\taylojo01,24,DEN,NBA,1998-99,36,9,20.1,2.3,5.5,1.6,3.6,0.7,1.9,0.5,0.6,0.8,2,2.8,0.7,0.8,0.5,0.9,2.7,5.8,0.414,0.431,0.382,0.48,0.739,0.497
490,Maurice Taylor\tayloma01,22,LAC,NBA,1998-99,46,45,32.7,6.8,14.7,6.7,14.5,0,0.1,3.3,4.5,2.2,3.1,5.3,1.5,0.3,0.6,2.6,3.9,16.8,0.461,0.463,0.167,0.461,0.728,0.505
491,John Thomas\thomajo02,23,TOR,NBA,1998-99,39,11,15.2,1.8,3.2,1.8,3.1,0,0,0.7,1.2,1.7,1.8,3.4,0.4,0.4,0.2,0.5,2.1,4.3,0.577,0.582,0,0.577,0.563,0.586
492,Tim Thomas\thomati01,21,TOT,NBA,1998-99,50,26,16.2,2.6,5.6,2.2,4.2,0.4,1.4,1.5,2.2,1,1.5,2.5,0.9,0.5,0.2,0.9,2.1,7.2,0.473,0.526,0.309,0.511,0.652,0.545
493,Keith Van Horn\vanhoke01,23,NJN,NBA,1998-99,42,42,37.5,7.7,17.9,7.3,16.6,0.4,1.3,6.1,7.1,2.7,5.8,8.5,1.5,1,1.3,3.2,3.2,21.8,0.428,0.438,0.302,0.439,0.859,0.519
494,Jacque Vaughn\vaughja01,23,UTA,NBA,1998-99,19,0,4.6,0.6,1.6,0.5,1.2,0.1,0.4,1.1,1.3,0.1,0.5,0.6,0.6,0.3,0,0.7,0.7,2.3,0.367,0.409,0.25,0.4,0.833,0.542
495,Eric Washington\washier01,24,DEN,NBA,1998-99,38,6,20,1.9,4.8,0.9,2.3,1,2.6,0.6,0.8,0.9,1.4,2.3,0.8,0.7,0.5,0.9,2.3,5.4,0.397,0.414,0.381,0.497,0.688,0.517
496,DeJuan Wheat\wheatde01,25,VAN,NBA,1998-99,46,0,12.8,1.6,4.2,1.1,2.9,0.5,1.3,0.9,1.2,0.2,0.7,1,2.2,0.6,0,1,1.3,4.5,0.378,0.383,0.367,0.435,0.727,0.479
497,Alvin Williams\willial02,24,TOR,NBA,1998-99,50,45,21,1.9,4.7,1.6,3.9,0.3,0.8,0.9,1,0.4,1.3,1.6,2.6,1,0.2,1.1,1.9,5,0.401,0.415,0.333,0.43,0.846,0.477
498,Brandon Williams\willibr01,23,SAS,NBA,1998-99,3,0,1.3,0,0,0,0,0,0,0.7,1.3,0.3,0,0.3,0,0,0,0,0,0.7,,,,,0.5,0.568
499,Travis Williams\willitr01,29,CHH,NBA,1998-99,8,0,7.8,0.8,1.6,0.8,1.6,0,0,0.4,0.5,0.8,1.6,2.4,0.3,0.3,0.1,0.8,1.3,1.9,0.462,0.462,,0.462,0.75,0.508
500,John Amaechi\amaecjo01,29,ORL,NBA,1999-00,80,53,21.1,3.8,8.8,3.8,8.7,0,0.1,2.8,3.6,0.8,2.6,3.3,1.2,0.4,0.5,1.7,2,10.5,0.437,0.439,0.167,0.438,0.766,0.505
501,Toby Bailey\baileto01,24,PHO,NBA,1999-00,46,2,9.8,1.3,3,1.2,2.8,0,0.2,1,1.4,0.6,1,1.6,0.7,0.3,0.1,0.5,1.2,3.5,0.414,0.431,0.2,0.421,0.692,0.483
502,Corey Benjamin\benjaco01,21,CHI,NBA,1999-00,48,10,18,3,7.3,2.4,5.4,0.6,1.9,1,1.7,0.4,1.4,1.8,1.1,0.6,0.5,1.5,2.5,7.7,0.414,0.437,0.348,0.459,0.598,0.479
503,Mike Bibby\bibbymi01,21,VAN,NBA,1999-00,82,82,38.5,5.6,12.6,4.7,10,0.9,2.6,2.4,3,0.9,2.8,3.7,8.1,1.6,0.2,3,2.1,14.5,0.445,0.466,0.363,0.483,0.78,0.521
504,Earl Boykins\boykiea01,23,TOT,NBA,1999-00,26,0,10,2.2,4.5,1.8,3.7,0.3,0.8,0.7,0.9,0.5,0.5,1,1.8,0.5,0,0.7,0.9,5.3,0.483,0.5,0.4,0.517,0.783,0.547
505,Marcus Brown\brownma01,25,DET,NBA,1999-00,6,0,7.5,0.7,2.3,0.7,1.2,0,1.2,0.3,0.3,0.5,0.7,1.2,0.5,0,0,0.5,1.3,1.7,0.286,0.571,0,0.286,1,0.336
506,Vince Carter\cartevi01,23,TOR,NBA,1999-00,82,82,38.1,9.6,20.7,8.5,17.8,1.2,2.9,5.3,6.7,1.8,4,5.8,3.9,1.3,1.1,2.2,3.2,25.7,0.465,0.475,0.403,0.493,0.791,0.543
507,Keon Clark\clarkke01,24,DEN,NBA,1999-00,81,20,22.8,3.5,6.5,3.5,6.4,0,0.1,1.5,2.2,2,4.2,6.2,0.9,0.6,1.4,1.5,2.9,8.6,0.542,0.548,0.125,0.543,0.688,0.573
508,Kornél Dávid\davidko01,28,TOT,NBA,1999-00,32,5,14.8,2.1,4.9,2.1,4.8,0,0.1,1.4,1.8,0.8,1.7,2.5,0.5,0.5,0.1,1,1.8,5.6,0.427,0.435,0,0.427,0.804,0.493
509,Ricky Davis\davisri01,20,CHH,NBA,1999-00,48,4,11.9,2,3.9,2,3.8,0,0.1,0.8,1.1,0.6,1.1,1.7,1.3,0.6,0.2,1,0.8,4.7,0.503,0.514,0,0.503,0.765,0.542
510,Michael Dickerson\dickemi01,24,VAN,NBA,1999-00,82,82,37.8,6.8,15.5,5.3,11.9,1.5,3.5,3.3,4,1,2.5,3.4,2.5,1.4,0.5,2,2.8,18.2,0.436,0.444,0.409,0.483,0.83,0.53
511,Michael Doleac\doleami01,22,ORL,NBA,1999-00,81,29,16.5,3,6.6,3,6.6,0,0,1,1.2,1.1,3,4.1,0.8,0.4,0.4,0.8,2.8,7,0.452,0.452,0.5,0.453,0.842,0.49
512,Bryce Drew\drewbr01,25,HOU,NBA,1999-00,72,5,18,2.2,5.7,1.4,3.5,0.8,2.3,0.6,0.7,0.3,1.1,1.4,2.3,0.6,0,0.9,1.1,5.8,0.383,0.396,0.362,0.454,0.849,0.481
513,Tony Farmer\farmeto01,30,GSW,NBA,1999-00,74,9,16.2,1.7,4.2,1.6,3.6,0.1,0.6,2.7,3.6,1.6,2.4,4,1,0.9,0.2,1.1,2.3,6.3,0.407,0.444,0.182,0.42,0.766,0.542
514,Kiwane Garris\garriki01,25,ORL,NBA,1999-00,3,0,7.7,0.7,3.3,0.7,3,0,0.3,0,0,0,0.3,0.3,0.7,0,0,0.3,0,1.3,0.2,0.222,0,0.2,,0.2
515,Pat Garrity\garripa01,23,ORL,NBA,1999-00,82,1,18,3.1,7.1,2.2,4.7,1,2.4,1,1.4,0.5,2,2.6,0.7,0.4,0.2,1,2.4,8.2,0.441,0.461,0.401,0.509,0.721,0.532
516,Devin Gray\grayde01,27,HOU,NBA,1999-00,21,2,5.9,0.7,1.8,0.7,1.8,0,0,0.9,1.4,0.5,0.7,1.2,0.2,0.2,0.1,0.2,1,2.3,0.405,0.405,,0.405,0.655,0.492
517,Thomas Hamilton\hamilth01,24,HOU,NBA,1999-00,22,7,12.4,1.6,3.6,1.6,3.6,0,0,0.5,1,1.4,2.7,4.1,0.7,0.2,0.6,1.3,1.1,3.7,0.443,0.443,,0.443,0.522,0.46
518,Matt Harpring\harprma01,23,ORL,NBA,1999-00,4,0,15.8,1,4.3,0.5,3.8,0.5,0.5,1.5,1.8,1.3,1.8,3,2,1.3,0.3,0.3,1.8,4,0.235,0.133,1,0.294,0.857,0.398
519,Al Harrington\harrial01,19,IND,NBA,1999-00,50,0,17.1,2.4,5.3,2.3,4.6,0.2,0.7,1.6,2.2,0.9,2.2,3.2,0.8,0.5,0.2,1.3,2.6,6.6,0.458,0.491,0.235,0.473,0.703,0.524
520,Larry Hughes\hughela01,21,TOT,NBA,1999-00,82,37,28.3,5.6,14,5.2,12.5,0.4,1.5,3.4,4.6,1.4,2.9,4.3,2.5,1.4,0.3,2.4,2.3,15,0.4,0.421,0.232,0.413,0.74,0.467
521,Randell Jackson\jacksra02,24,DAL,NBA,1999-00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
522,Sam Jacobson\jacobsa01,24,TOT,NBA,1999-00,52,5,13.1,2.1,4.1,1.9,3.6,0.2,0.5,0.6,0.8,0.5,0.9,1.4,0.6,0.6,0.1,0.6,2.2,4.9,0.509,0.527,0.375,0.531,0.732,0.554
523,Antawn Jamison\jamisan01,23,GSW,NBA,1999-00,43,41,36.2,8.3,17.6,8.2,17.4,0,0.2,3,4.8,4,4.3,8.3,2.1,0.7,0.3,2.6,2.7,19.6,0.471,0.473,0.286,0.472,0.611,0.496
524,Charles Jones\jonesch03,24,LAC,NBA,1999-00,56,0,11.8,1.2,3.6,0.5,1.5,0.7,2.1,0.3,0.4,0.3,0.8,1.1,1.7,0.5,0.1,0.5,0.8,3.4,0.328,0.325,0.331,0.425,0.739,0.445
525,Damon Jones\jonesda01,23,TOT,NBA,1999-00,55,1,11.1,1.5,3.8,0.7,1.7,0.7,2.1,0.6,0.9,0.2,0.8,1,1.7,0.3,0,0.7,0.6,4.2,0.385,0.415,0.36,0.483,0.667,0.508
526,Gerard King\kingge02,27,WAS,NBA,1999-00,62,28,17.1,2.2,4.5,2.2,4.5,0,0,0.8,1.1,1.4,2.7,4,0.8,0.5,0.2,0.7,2.1,5.3,0.502,0.502,,0.502,0.742,0.534
527,Raef LaFrentz\lafrera01,23,DEN,NBA,1999-00,81,80,30.1,4.8,10.9,4.1,8.6,0.7,2.3,2,2.9,2.1,5.8,7.9,1.2,0.5,2.2,1.2,3.6,12.4,0.446,0.477,0.328,0.48,0.686,0.512
528,Rashard Lewis\lewisra02,20,SEA,NBA,1999-00,82,8,19.2,3.4,6.9,2.9,5.4,0.5,1.5,1,1.5,1.5,2.5,4.1,0.9,0.8,0.4,1,2,8.2,0.486,0.527,0.333,0.521,0.683,0.543
529,Felipe López\lopezfe01,25,VAN,NBA,1999-00,65,0,12,1.7,4,1.7,3.7,0,0.3,1,1.7,0.9,1,1.9,0.7,0.5,0.3,0.8,1.4,4.5,0.425,0.444,0.167,0.431,0.615,0.473
530,Tyronn Lue\luety01,22,LAL,NBA,1999-00,8,0,18.3,2.4,4.9,1.9,3.9,0.5,1,0.8,1,0.3,1.3,1.5,2.1,0.4,0,1.1,2.1,6,0.487,0.484,0.5,0.538,0.75,0.564
531,Sean Marks\marksse01,24,TOR,NBA,1999-00,5,0,2.4,0.4,1.2,0.4,1,0,0.2,0.8,0.8,0,0.4,0.4,0,0.2,0.2,0.6,0.6,1.6,0.333,0.4,0,0.333,1,0.515
532,Jelani McCoy\mccoyje01,22,SEA,NBA,1999-00,58,2,12.9,1.8,3.1,1.8,3.1,0,0,0.8,1.6,0.9,2.2,3.1,0.4,0.3,0.8,0.8,2.2,4.3,0.576,0.576,,0.576,0.495,0.574
533,Roshown McLeod\mcleoro01,24,ATL,NBA,1999-00,44,20,19.5,3,7.5,2.9,7.3,0,0.3,1.2,1.6,0.9,2.2,3.1,1.2,0.4,0.1,1.3,1.9,7.2,0.395,0.404,0.154,0.398,0.771,0.438
534,Brad Miller\millebr01,23,CHH,NBA,1999-00,55,4,17.5,2.5,5.3,2.5,5.3,0,0,2.8,3.5,2.1,3.3,5.3,0.8,0.4,0.6,0.9,2,7.7,0.461,0.464,0,0.461,0.785,0.558
535,Cuttino Mobley\moblecu01,24,HOU,NBA,1999-00,81,8,30.8,5.4,12.5,4.1,8.9,1.3,3.6,3.7,4.4,0.7,2.8,3.6,2.6,1.1,0.4,2.3,2.1,15.8,0.43,0.46,0.356,0.481,0.847,0.545
536,Nazr Mohammed\mohamna01,22,PHI,NBA,1999-00,28,3,6.8,0.8,1.9,0.8,1.9,0,0,0.4,0.8,0.6,1.2,1.8,0.1,0.1,0.4,0.6,1,1.9,0.389,0.389,,0.389,0.545,0.424
537,Mikki Moore\mooremi01,24,DET,NBA,1999-00,29,0,16.8,3,4.8,3,4.8,0,0,1.9,2.3,1.5,2.3,3.9,0.6,0.3,1.1,0.8,3.6,7.9,0.621,0.621,,0.621,0.794,0.671
538,Tyrone Nesby\nesbyty01,24,LAC,NBA,1999-00,73,39,31.7,5,12.5,3.7,8.7,1.3,3.8,2.1,2.6,1.1,2.6,3.8,1.7,1,0.4,1.4,2.8,13.3,0.398,0.426,0.335,0.449,0.791,0.487
539,Rasho Nesterović\nestera01,23,MIN,NBA,1999-00,82,55,21,2.5,5.3,2.5,5.3,0,0,0.7,1.3,1.6,3,4.6,1.1,0.3,1,0.9,3.2,5.7,0.476,0.478,0,0.476,0.573,0.492
540,Dirk Nowitzki\nowitdi01,21,DAL,NBA,1999-00,82,81,35.8,6.3,13.6,4.9,9.9,1.4,3.7,3.5,4.2,1.2,5.2,6.5,2.5,0.8,0.8,1.7,3.1,17.5,0.461,0.491,0.379,0.513,0.83,0.564
541,Michael Olowokandi\olowomi01,24,LAC,NBA,1999-00,80,77,31.2,4.1,9.5,4.1,9.5,0,0,1.5,2.4,2.4,5.8,8.2,0.5,0.4,1.8,2.2,3.8,9.8,0.437,0.437,,0.437,0.651,0.467
542,Andrae Patterson\pattean01,24,MIN,NBA,1999-00,5,0,4,0.6,0.8,0.6,0.8,0,0,0,0,0.2,0.2,0.4,0.2,0.2,0,0.2,0.8,1.2,0.75,0.75,,0.75,,0.75
543,Ruben Patterson\patteru01,24,SEA,NBA,1999-00,81,74,25.9,4.4,8.2,4.2,7.8,0.1,0.3,2.7,4,2.7,2.7,5.4,1.6,1.2,0.5,1.8,2.3,11.6,0.536,0.539,0.444,0.545,0.692,0.587
544,Paul Pierce\piercpa01,22,BOS,NBA,1999-00,73,72,35.4,6.7,15.1,5.3,11.2,1.3,3.8,4.9,6.2,1.1,4.3,5.4,3,2.1,0.8,2.4,3.2,19.5,0.442,0.476,0.343,0.486,0.798,0.55
545,Brian Skinner\skinnbr01,23,LAC,NBA,1999-00,33,9,23.5,2.1,4.1,2.1,4.1,0,0,1.3,2,1.9,4.2,6.1,0.3,0.5,1.3,1.1,2.3,5.4,0.507,0.507,,0.507,0.662,0.55
546,Ryan Stack\stackry01,24,CLE,NBA,1999-00,25,0,7.9,0.7,2,0.7,2,0,0,0.7,1.1,0.6,1.2,1.8,0.2,0.2,0.4,0.7,1.9,2.1,0.333,0.34,0,0.333,0.667,0.413
547,Vladimir Stepania\stepavl01,23,SEA,NBA,1999-00,30,1,6.7,1,2.6,1,2.4,0,0.2,0.6,1.2,0.7,0.9,1.6,0.1,0.3,0.4,0.7,1.5,2.5,0.367,0.397,0,0.367,0.472,0.395
